Ticker,Name,1D (%),1M (%),6M (%),YTD (%),1Y (%)
OXSQ,Oxford Square Capital Corp. - Closed End Fund,-7,-31,-22,-20,-33
OXSQG,Oxford Square Capital Corp. - 5.50% Notes due 2028,0,1,5,4,11
OXSQH,Oxford Square Capital Corp. - 7.75% Notes due 2030,1,1,4,3,7
OYSE,Oyster Enterprises II Acquisition Corp - Class A Ordinary Shares,0,0,2,2,3
OZK,Bank OZK - Common Stock,0,0,9,4,10
OZKAP,Bank OZK - 4.625% Series A Non-Cumulative Perpetual Preferred Stock,0,0,4,1,7
PAA,"Plains All American Pipeline, L.P. - Common Units representing Limited Partner Interests",2,12,46,38,55
PAAC,Proem Acquisition Corp I - Ordinary Shares,0,1,-1,-1,-1
PACB,"Pacific Biosciences of California, Inc. - Common Stock",-2,-23,-51,-34,34
PACH,Pioneer Acquisition I Corp - Class A Ordinary Shares,0,0,1,2,2
PAGP,"Plains GP Holdings, L.P. - Class A Shares representing limited partner interests",2,13,48,39,55
PAHC,Phibro Animal Health Corporation - Class A Common Stock,-1,-41,-22,-11,38
PAL,"Proficient Auto Logistics, Inc. - Common Stock",-1,-28,-32,-48,-34
PALI,"Palisade Bio, Inc. - Common Stock",-3,-1,-14,-22,141
PALO,Paloma Acquisition Corp I - Class A Ordinary Shares,0,0,0,0,0
PAMT,PAMT CORP - Common Stock,-2,23,34,-1,-6
PANL,Pangaea Logistics Solutions Ltd. - Common Stock,-3,6,16,21,79
PASG,"Passage Bio, Inc. - Common Stock",1,-8,-39,-55,-27
PATK,"Patrick Industries, Inc. - Common Stock",1,-6,-13,-17,5
PAVM,PAVmed Inc. - Common Stock,1,-24,-34,-13,-68
PAVS,Paranovus Entertainment Technology Ltd. - Class A Ordinary Shares,-2,-23,-100,-96,-100
PAX,Patria Investments Limited - Class A Common Shares,-1,-12,-21,-29,-12
PAYO,Payoneer Global Inc. - Common Stock,-1,-3,-10,-9,-28
PAYP,PayPay Corporation - American Depository Shares,-2,-6,5,5,5
PAYS,"Paysign, Inc. - Common Stock",6,5,32,35,75
PAYX,"Paychex, Inc. - Common Stock",3,9,-10,-9,-36
PBFS,"Pioneer Bancorp, Inc. - Common Stock",-1,4,13,11,26
PBHC,"Pathfinder Bancorp, Inc. - Common Stock",3,4,-1,0,-7
PBM,Psyence Biomedical Ltd. - Common Shares,1,-42,-93,-87,-98
PBYI,Puma Biotechnology Inc - Common Stock,0,-6,42,23,106
PC,Premium Catering (Holdings) Limited - Ordinary Shares,0,0,0,0,12
PCAP,ProCap Acquisition Corp - Class A Ordinary Shares,0,0,1,1,-2
PCB,PCB Bancorp - Common Stock,0,2,15,16,28
PCLA,PicoCELA Inc. - American Depositary Shares,194,201,-26,-29,-68
PCSA,"Processa Pharmaceuticals, Inc. - Common Stock",3,-11,-60,-10,-60
PCSC,Perceptive Capital Solutions Corp - Class A Ordinary Shares,0,-1,4,-14,6
PCT,"PureCycle Technologies, Inc. - Common stock",0,55,35,26,9
PCTY,Paylocity Holding Corporation - Common Stock,1,11,-22,-22,-43
PCVX,"Vaxcyte, Inc. - Common Stock",0,-21,-4,2,49
PCYO,Pure Cycle Corporation - Common Stock,-1,-12,-9,-7,-6
PDC,Perpetuals.com Ltd - American Depositary Shares,1,-5,20,7,241
PDD,PDD Holdings Inc. - American Depositary Shares,-3,-4,-17,-18,-8
PDEX,"Pro-Dex, Inc. - Common Stock",1,22,92,68,44
PDFS,"PDF Solutions, Inc. - Common Stock",3,11,80,56,144
PDLB,"Ponce Financial Group, Inc. - Common Stock",0,6,20,15,37
PDSB,PDS Biotechnology Corporation - Common Stock,3,29,59,44,-16
PDYN,Palladyne AI Corp. - Common stock,3,3,21,36,-17
PEBK,"Peoples Bancorp of North Carolina, Inc. - Common Stock",-1,7,35,19,52
PEBO,Peoples Bancorp Inc. - Common Stock,0,1,22,17,23
PECO,"Phillips Edison & Company, Inc. - Common Stock",-1,1,17,16,20
PEGA,Pegasystems Inc. - Common Stock,0,-7,-37,-39,-28
PENG,"Penguin Solutions, Inc. - Common Stock",9,83,194,162,190
PENN,"PENN Entertainment, Inc. - Common Stock",1,-5,23,14,10
PEP,"PepsiCo, Inc. - Common Stock",1,-2,5,7,19
PEPG,PepGen Inc. - Common Stock,-2,-6,-74,-79,3
PESI,"Perma-Fix Environmental Services, Inc. - Common Stock",-1,-29,-25,-27,-20
PETS,"PetMed Express, Inc. - Common Stock",-2,-8,29,-36,-44
PETZ,"TDH Holdings, Inc. - Common Shares",-1,9,17,20,24
PFAI,Pinnacle Food Group Limited - Class A Common Shares,-4,-8,59,73,21
PFBC,Preferred Bank - Common Stock,0,0,4,0,16
PFG,Principal Financial Group Inc - Common Stock,0,4,25,17,37
PFIS,Peoples Financial Services Corp.  - Common Stock,-1,3,25,24,25
PFSA,"Profusa, Inc. - Common Stock",2,-27,-97,-95,-100
PFX,PhenixFIN Corporation  - Common Stock,0,12,4,-1,-9
PFXNZ,PhenixFIN Corporation  - 5.25% Notes due 2028,0,-1,4,3,8
PGAC,Pantages Capital Acquisition Corporation - Class A Ordinary Shares,0,0,2,2,4
PGC,Peapack-Gladstone Financial Corporation - Common Stock,0,4,65,55,55
PGEN,"Precigen, Inc. - Common Stock",-1,7,11,-1,201
PGNY,"Progyny, Inc. - Common Stock",1,35,-6,-3,21
PGY,Pagaya Technologies Ltd. - Class A Ordinary Shares,-2,-4,-46,-43,-25
PHAT,"Phathom Pharmaceuticals, Inc. - Common Stock",-2,-2,-24,-28,175
PHIO,Phio Pharmaceuticals Corp. - Common Stock,0,-10,-6,0,-36
PHOE,Phoenix Asia Holdings Limited - Ordinary Shares,17,10,20,5,342
PHVS,Pharvaris N.V. - Ordinary Shares,-3,3,17,12,87
PI,"Impinj, Inc. - Common Stock",7,23,-5,-17,29
PICS,PicS N.V. - Class A Common Shares,-1,-9,-42,-42,-42
PIII,P3 Health Partners Inc. - Class A Common Stock,-5,389,122,277,82
PKBK,"Parke Bancorp, Inc. - Common Stock",1,4,43,31,65
PKOH,Park-Ohio Holdings Corp. - Common Stock,3,17,56,51,74
PLAB,"Photronics, Inc. - Common Stock",1,0,136,54,157
PLAY,"Dave & Buster's Entertainment, Inc. - Common Stock",2,-8,-15,-31,-48
PLBC,Plumas Bancorp - Common Stock,-1,3,27,21,23
PLBL,Polibeli Group Ltd - Class A Ordinary Shares,0,10,-30,-33,-32
PLBY,"Playboy, Inc. - Common Stock",2,-25,-27,-28,-19
PLCE,"Children's Place, Inc. (The) - Common Stock",1,2,-56,-18,-42
PLMK,Plum Acquisition Corp. IV - Class A Ordinary Shares,0,0,3,2,5
PLPC,Preformed Line Products Company - Common Stock,5,1,84,69,151
PLSE,"Pulse Biosciences, Inc - Common Stock",1,14,98,93,53
PLSM,Pulsenmore Ltd. - Ordinary Shares,12,26,-39,-39,-39
PLTK,Playtika Holding Corp. - Common Stock,-1,0,-10,-14,-22
PLTS,Platinum Analytics Cayman Limited - Class A Ordinary Shares,0,0,0,0,145
PLXS,Plexus Corp. - Common Stock,4,7,92,75,100
PLYX,"Polaryx Therapeutics, Inc. - Common Stock",-9,-29,-90,-90,-90
PMAX,Powell Max Limited - Class A Ordinary Shares,-16,20,-83,-86,-91
PMCB,"PharmaCyte  Biotech, Inc. - Common Stock",2,6,25,10,-20
PMEC,Primech Holdings Ltd. - Ordinary Shares,6,22,-23,-28,-34
PMN,ProMIS Neurosciences Inc. - Common Shares,1,-1,33,54,-17
PMTS,CPI Card Group Inc. - Common Stock,8,-5,39,21,-15
PMVP,"PMV Pharmaceuticals, Inc. - Common Stock",-2,-13,-7,2,40
PN,Skycorp Solar Group Limited - Class A Ordinary Shares,-3,63,-74,-72,-92
PNBK,Patriot National Bancorp Inc. - Common Stock,-2,-18,-17,-36,-69
PNTG,"The Pennant Group, Inc. - Common Stock",-2,10,27,22,20
POCI,"Precision Optics Corporation, Inc. - Common stock",0,18,7,16,6
PODC,"PodcastOne, Inc. - Common Stock",7,41,72,91,130
PODD,Insulet Corporation - Common Stock,-1,-18,-54,-45,-53
POET,POET Technologies Inc. - Common Shares,-2,84,215,104,220
POLA,"Polar Power, Inc. - Common Stock",0,15,-16,15,13
POLE,Andretti Acquisition Corp. II - Class A Ordinary Shares,0,0,2,2,4
POM,POMDOCTOR LIMITED - American Depositary Shares,-8,-59,-97,-62,-97
PONO,"Pono Capital Four, Inc. - Class A Ordinary Shares",0,0,0,0,0
PONY,Pony AI Inc. - American Depositary Shares,0,-15,-29,-44,-58
POOL,Pool Corporation - Common Stock,2,-17,-21,-19,-37
PPBT,Purple Biotech Ltd. - American Depositary Shares,7,-37,-65,-56,-88
PPC,Pilgrim's Pride Corporation - Common Stock,-2,-14,-24,-29,-38
PPCB,"Propanc Biopharma, Inc. - Common Stock",2,-32,-91,-88,-98
PPHC,"Public Policy Holding Company, Inc. - Common Stock",-2,-18,4,4,4
PPIH,"Perma-Pipe International Holdings, Inc. - Common Stock",0,-4,28,2,133
PPSI,"Pioneer Power Solutions, Inc. - Common Stock",5,57,50,11,92
PPTA,Perpetua Resources Corp. - Common Shares,-5,-11,7,3,77
PSEC,Prospect Capital Corporation - Closed End Fund,1,-16,-5,-7,-19
PSHG,Performance Shipping Inc. - Common Shares,-4,-14,-26,-25,2
PSIG,PS International Group Ltd. - Ordinary Shares,-1,19,84,65,191
PSIX,"Power Solutions International, Inc. - Common Stock",-2,-48,-29,-37,-5
PSKY,Paramount Skydance Corporation - Class B Common Stock,2,-1,-30,-20,-12
PSMT,"PriceSmart, Inc. - Common Stock",0,6,41,34,55
PSNL,"Personalis, Inc. - Common Stock",3,42,-15,8,81
PSNY,Polestar Automotive Holding UK Limited - Class A ADS,3,25,30,12,-33
PSTV,"PLUS THERAPEUTICS, Inc. - Common Stock",-4,10,-55,-53,-9
PTC,PTC Inc. - Common Stock,2,9,-13,-13,-14
PTCT,"PTC Therapeutics, Inc. - Common Stock",-1,-1,-14,-10,44
PTEN,"Patterson-UTI Energy, Inc. - Common Stock",1,7,126,93,125
PTGX,"Protagonist Therapeutics, Inc. - Common Stock",-3,1,13,14,114
PTLE,PTL LTD - Class A Ordinary Shares,7,-18,-63,-42,-95
PTLO,Portillo's Inc. - Class A Common Stock,-2,-37,-18,-12,-66
PTNM,Pitanium Limited - Class A Ordinary Shares,0,0,0,0,173
PTON,"Peloton Interactive, Inc. - Common Stock",10,8,-13,-7,-25
PVLA,"Palvella Therapeutics, Inc. - Common Stock",-2,-11,16,14,397
PXS,Pyxis Tankers Inc. - Common Stock,-2,1,58,67,59
PYPD,PolyPid Ltd. - Ordinary Shares,4,10,39,15,97
PYPL,"PayPal Holdings, Inc. - Common Stock",0,-11,-27,-24,-38
PYXS,"Pyxis Oncology, Inc. - Common Stock",1,11,-62,70,58
PZZA,"Papa John's International, Inc. - Common Stock",2,-9,-15,-15,-21
QCLS,"Q/C Technologies, Inc. - Common Stock",2,6,12,-1,-76
QCOM,QUALCOMM Incorporated - Common Stock,12,58,46,39,64
QDEL,QuidelOrtho Corporation - Common Stock,-4,-3,-55,-59,-62
QETA,Quetta Acquisition Corporation - Common Stock,0,4,4,5,12
QFIN,"Qfin Holdings, Inc.  - American Depositary Shares",-6,-12,-32,-35,-70
QLYS,"Qualys, Inc. - Common Stock",2,20,-27,-22,-26
QMCO,Quantum Corporation - Common Stock,-4,31,30,29,-26
QMMM,QMMM Holdings Limited - Class A Ordinary Shares,0,0,0,0,8078
QNCX,"Quince Therapeutics, Inc. - Common Stock",3,-15,-96,-96,-89
QNST,"QuinStreet, Inc. - Common Stock",2,-7,-9,-13,-19
QNTM,Quantum Biopharma Ltd. - Class B Subordinate Voting Shares,18,108,49,32,-20
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund - Closed End Fund,0,1,17,10,33
QS,QuantumScape Corporation - Common Stock,-2,16,-31,-26,106
QSEA,Quartzsea Acquisition Corporation - Ordinary Shares,0,1,3,2,4
QSI,Quantum-Si Incorporated - Class A Common Stock,7,18,-21,-9,-45
QTEX,QTREX Quantum Ltd. - Ordinary Shares,140,43,-25,-21,64
QTI,"QT Imaging Holdings, Inc. - Common Stock",0,-24,-21,-15,-58
QTTB,Q32 Bio Inc. - Common Stock,5,6,184,69,245
QXL,Quantum X Labs Inc. - Common Stock,9,36,152,150,-21
SAAQ,Space Asset Acquisition Corp. - Class A Ordinary Shares,0,1,4,4,4
SABS,"SAB Biotherapeutics, Inc. - Common Stock",2,12,-3,3,119
SAFT,"Safety Insurance Group, Inc. - Common Stock",-1,-5,-2,-3,-8
SAFX,"XCF Global, Inc. - Class A Common Stock",4,26,-32,71,-96
SAGT,SAGTEC GLOBAL LIMITED - Class A Ordinary shares,8,-41,-53,-46,-66
SAIA,"Saia, Inc. - Common Stock",0,3,68,35,66
SAIC,Science Applications International Corporation - Common Stock,4,7,18,0,-15
SAIH,SAIHEAT Limited - Class A Ordinary Shares,-2,8,58,18,75
SAIL,"SailPoint, Inc. - Common Stock",5,33,-15,-17,-10
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,-2,-14,-10,-23,-15
SANA,"Sana Biotechnology, Inc. - Common Stock",-3,-6,-13,-27,53
SANG,Sangoma Technologies Corporation - Common Shares,-1,-17,-30,-28,-37
SANM,Sanmina Corporation - Common Stock,5,31,60,55,185
SATA,"Strive, Inc. - Variable Rate Series A Perpetual Preferred Stock",0,1,16,11,21
SATL,Satellogic Inc. - Class A Common Stock,10,69,627,441,154
SATS,EchoStar Corporation - Common stock,-3,2,75,11,514
SBAC,SBA Communications Corporation - Class A Common Stock,-1,-4,8,8,-9
SBC,SBC Medical Group Holdings Incorporated - Common Stock,-1,-9,-8,-29,-33
SBCF,Seacoast Banking Corporation of Florida - Common Stock,0,-4,1,-3,24
SBET,"Sharplink, Inc. - Common Stock",-4,-13,-38,-36,-83
SBFG,"SB Financial Group, Inc. - Common Stock",1,-2,7,4,16
SBFM,Sunshine Biopharma Inc. - Common stock,-7,-51,-65,-62,-66
SBGI,"Sinclair, Inc. - Class A Common Stock",2,-12,-10,-7,3
SBLK,Star Bulk Carriers Corp. - Common Shares,-2,7,37,38,69
SCAG,Scage Future - American Depositary Shares,-19,-50,-73,-75,-97
SCHL,Scholastic Corporation - Common Stock,1,0,43,37,135
SCII,SC II Acquisition Corp. - Class A ordinary share,0,0,1,1,1
SCKT,"Socket Mobile, Inc. - Common Stock",2,-6,-33,-19,-23
SCLX,Scilex Holding Company - Common Stock,3,-11,-72,-53,26
SCNI,Scinai Immunotherapeutics Ltd. - American Depositary Shares,-7,-23,-48,-37,-84
SCNX,"Scienture Holdings, Inc. - Common Stock",1,6,-32,-23,-55
SCPQ,Social Commerce Partners Corporation - Class A Ordinary Shares,0,0,0,0,0
SCSC,"ScanSource, Inc. - Common Stock",3,8,10,13,7
SCVL,"Shoe Carnival, Inc. - Common Stock",-4,-12,8,-3,-10
SCYX,"SCYNEXIS, Inc. - Common Stock",3,-27,6,14,0
SCZM,Santacruz Silver Mining Ltd. - Common Shares,-2,-5,45,-15,311
SDA,SunCar Technology Group Inc. - Ordinary Shares,-9,-63,-72,-74,-81
SDHI,Siddhi Acquisition Corp - Class A Common stock,0,0,2,2,3
SDM,Smart Digital Group Limited - Ordinary Shares,0,0,0,0,-67
SDOT,Sadot Group Inc. - Common Stock,-12,-89,-94,-91,-99
SDST,Stardust Power Inc. - Common Stock,13,-3,-17,-22,-55
SEAT,Vivid Seats Inc. - Class A common stock,-1,24,5,14,-78
SEDG,"SolarEdge Technologies, Inc. - Common Stock",-2,31,80,98,260
SEED,Origin Agritech Limited - Ordinary Shares,-1,-6,-9,-3,-4
SEGG,Sports Entertainment Gaming Global Corporation  - Common Stock,-5,104,35,176,-90
SEIC,SEI Investments Company - Common Stock,1,-1,15,9,7
SELF,"Global Self Storage, Inc. - Common Stock",1,-1,6,4,-2
SELX,Semilux International Ltd. - Ordinary Shares,6,-35,-50,-54,-82
SENEA,Seneca Foods Corp. - Class A Common Stock,-1,2,11,28,48
SENEB,Seneca Foods Corp. - Class B Common Stock,0,6,19,30,54
SENS,"Senseonics Holdings, Inc. - Common Stock",3,-13,16,8,-41
SEPN,"Septerna, Inc. - Common Stock",2,13,-1,1,194
SEV,Aptera Motors Corp. - Class B Common Stock,1,-15,-57,-45,-69
SEVN,Seven Hills Realty Trust  - Common Stock,0,3,2,1,-21
SEZL,Sezzle Inc. - Common Stock,-3,29,92,58,-7
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",0,1,-5,-3,-16
SFD,"Smithfield Foods, Inc. - Common Stock",1,-7,28,22,20
SFHG,Samfine Creation Holdings Group Limited - Class A Ordinary Share,1,6,20,-31,-42
SFIX,"Stitch Fix, Inc. - Class A Common Stock",-1,-11,-16,-35,-25
SFM,"Sprouts Farmers Market, Inc. - Common Stock",2,21,9,8,-47
SFNC,Simmons First National Corporation - Common Stock,0,0,20,15,16
SFST,"Southern First Bancshares, Inc. - Common Stock",0,2,15,11,55
SGA,"Saga Communications, Inc. - Class A Common Stock",-3,-11,-14,-13,-13
SGC,"Superior Group of Companies, Inc. - Common Stock",-3,3,34,24,24
SGHT,"Sight Sciences, Inc. - Common Stock",-2,16,-33,-33,46
SGLY,Singularity Future Technology Ltd. - Common Stock,0,-13,-34,-35,-55
SGML,Sigma Lithium Corporation - common shares,-4,-28,49,5,170
SGMT,Sagimet Biosciences Inc. - Series A Common Stock,1,-13,6,18,111
SGP,"SpyGlass Pharma, Inc. - Common Stock",-5,-12,-21,-21,-21
SHAZ,"SharonAI Holdings, Inc. - Class A Common Stock",18,61,115,115,115
SHBI,"Shore Bancshares, Inc. - Common Stock",1,5,22,17,40
SHC,Sotera Health Company - Common Stock,0,-1,-7,-11,26
SHEN,Shenandoah Telecommunications Co - Common Stock,-2,-1,47,40,31
SHFS,"SHF Holdings, Inc. - Class A Common Stock",14,-39,-65,-52,-82
SHIM,Shimmick Corporation - Common Stock,-8,-45,64,21,110
SHIP,Seanergy Maritime Holdings Corp. - Common Stock,-3,6,55,69,150
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",4,27,28,9,110
SHMD,SCHMID Group N.V. - Class A Ordinary Shares,1,23,96,0,151
SHOO,"Steven Madden, Ltd. - Common Stock",1,11,4,0,64
SHOP,Shopify Inc. - Class A Subordinate Voting Shares,-2,-17,-34,-34,-4
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",-5,-45,-58,-68,-87
SIBN,"SI-BONE, Inc. - Common Stock",-1,12,-25,-26,-21
SIEB,Siebert Financial Corp. - Common Stock,-3,-3,-39,-50,-63
SIFY,Sify Technologies Limited - American Depository Shares,3,9,42,31,216
SIGA,SIGA Technologies Inc. - Common Stock,-1,3,-11,-16,-13
SIGI,"Selective Insurance Group, Inc. - Common Stock",0,7,17,10,5
SIGIP,"Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",0,0,-1,-1,2
SILC,Silicom Ltd - Ordinary Shares,6,57,205,219,202
SILO,"Silo Pharma, Inc. - Common Stock",4,-11,-8,16,-12
SIMA,SIM Acquisition Corp. I - Class A Ordinary Shares,0,0,2,2,4
SIMO,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",5,88,231,196,342
SINT,"SiNtx Technologies, Inc. - Common Stock",4,2,-32,-37,-10
SION,"Sionna Therapeutics, Inc. - Common Stock",-1,5,-7,5,214
SITM,SiTime Corporation - Common Stock,2,33,161,97,264
SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,2,15,79,79,35
SKBL,Skyline Builders Group Holding Limited - Class A Ordinary Shares,-5,-9,33,6,-67
SKIN,SkinHealth Systems Inc. - Class A Common Stock,4,-22,-48,-51,-59
SKK,SKK Holdings Limited - Class A Ordinary Shares,-3,134,26,38,-34
SKYE,"Skye Bioscience, Inc. - Common Stock",16,-22,-36,-6,-62
SKYQ,Sky Quarry Inc. - Common Stock,-4,-51,-9,-22,-60
SKYT,"SkyWater Technology, Inc. - Common Stock",1,17,152,66,293
SKYX,SKYX Platforms Corp. - Common Stock,-3,11,-44,-53,-11
SLAB,"Silicon Laboratories, Inc. - Common Stock",0,1,80,65,73
SLDB,Solid Biosciences Inc. - Common Stock,2,-12,35,21,118
SLDE,"Slide Insurance Holdings, Inc. - Common Stock",0,-2,9,0,-8
SLDP,"Solid Power, Inc. - Class A Common Stock",3,-14,-40,-34,84
SLE,"Super League Enterprise, Inc. - Common Stock",-11,15,-54,-45,-95
SLGB,Smart Logistics Global Limited - Ordinary Shares,-12,-36,-74,-65,-91
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,12,0,84,82,928
SLM,SLM Corporation - Common Stock,1,-5,-21,-19,-34
SLMBP,"SLM Corporation - Floating Rate Non-Cumulative Preferred Stock, Series B",0,1,4,3,6
SLMT,Brera Holdings PLC - Class B Ordinary Shares,6,-22,-72,-70,-91
SLN,Silence Therapeutics Plc - American Depository Share,-4,-21,-2,1,24
SLNG,"Stabilis Solutions, Inc. - Common Stock",-3,3,-12,-10,-25
SLNH,"Soluna Holdings, Inc. - Common Stock",-2,51,2,21,144
SLNHP,"Soluna Holdings, Inc. - 9.0% Series A Cumulative Perpetual Preferred Stock",0,58,44,22,226
SLP,"Simulations Plus, Inc. - Common Stock",2,5,-11,-15,-52
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",3,59,402,79,303
SLSN,"Solesence, Inc. - Common stock",-1,-10,-42,-17,-69
SLXN,Silexion Therapeutics Corp - Ordinary Shares,5,-32,-78,-73,-97
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",0,1,26,19,31
SMCI,"Super Micro Computer, Inc. - Common Stock",6,28,7,15,-14
SMID,Smith-Midland Corporation - Common Stock,0,-12,-10,-21,-2
SMMT,Summit Therapeutics Inc.  - Common Stock,-5,-25,-7,-5,-35
SMPL,The Simply Good Foods Company - Common Stock,2,-11,-40,-39,-66
SMSI,"Smith Micro Software, Inc. - Common Stock",1,1,33,45,-2
SMTC,Semtech Corporation - Common Stock,7,55,124,108,304
SMTI,Sanara MedTech Inc. - Common Stock,-2,22,18,0,-25
SMTK,"SmartKem, Inc. - Common Stock",2,-7,-81,-80,-83
SMX,SMX (Security Matters) Public Limited Company - Ordinary Shares,3,397,-69,-92,-100
SMXT,Solarmax Technology Inc. - Common Stock,-1,-12,-43,-40,-54
SNAL,"Snail, Inc. - Class A Common Stock",-4,78,25,27,16
SND,"Smart Sand, Inc. - Common Stock",0,-9,77,24,199
SNDK,Sandisk Corporation - Common Stock When-Issued,-4,38,552,437,3773
SNDL,SNDL Inc. - Common Shares,-1,-4,-18,-17,12
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",1,-5,1,-6,101
SNES,"SenesTech, Inc. - Common Stock",1,22,-35,-18,-34
SNEX,StoneX Group Inc. - Common Stock,0,6,100,73,92
SNFCA,Security National Financial Corporation - Class A Common Stock,-1,-3,15,8,0
SNGX,"Soligenix, Inc. - Common Stock",0,-73,-73,-73,-80
SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",4,-1,-66,-70,-65
SNPS,"Synopsys, Inc. - Common Stock",4,5,30,9,3
SNSE,"Sensei Biotherapeutics, Inc. - Common Stock",1,-44,98,84,188
SNT,Senstar Technologies Corporation - Common Shares,3,-3,-36,-39,-26
SNTG,Sentage Holdings Inc. - Class A Ordinary Shares,0,3,2,2,20
SNTI,"Senti Biosciences Holdings, Inc. - Common Stock",0,-7,-53,-10,-70
SNY,Sanofi - American Depositary Shares,-1,2,-5,-3,-11
SOCA,Solarius Capital Acquisition Corp. - Class A Ordinary Share,0,1,1,2,3
SOFI,"SoFi Technologies, Inc.  - Common Stock",0,-17,-43,-43,17
SOGP,Sound Group Inc. - American Depositary Shares,-7,-8,32,21,1125
SOLS,Solstice Advanced Materials Inc. - Common Stock,3,0,80,66,69
SONM,"DNA X, Inc. - Common Stock",14,3,-39,56,-73
SONO,"Sonos, Inc. - Common Stock",5,6,-12,-11,50
SOPH,SOPHiA GENETICS SA - Ordinary Shares,-3,0,0,4,68
SOTK,Sono-Tek Corporation - Common Stock,4,9,36,29,37
SPAI,Safe Pro Group Inc. - Common Stock,1,-1,-7,2,56
SPCB,"SuperCom, Ltd. - Ordinary Shares",1,26,31,19,19
SPEG,Silver Pegasus Acquisition Corp - Class A Ordinary Shares,0,0,1,2,3
SPFI,"South Plains Financial, Inc. - Common Stock",1,-6,8,7,15
SPHL,Springview Holdings Ltd - Ordinary shares,-3,6,-25,27,-41
SPKL,Spark I Acquisition Corp. - Class A Ordinary Share,-3,6,8,5,11
SPOK,"Spok Holdings, Inc. - Common Stock",-1,-3,-12,-13,-28
SPPL,SIMPPLE LTD. - Ordinary Shares,-6,13,-29,-34,-21
SPSC,"SPS Commerce, Inc. - Common Stock",0,-2,-34,-39,-63
SPT,"Sprout Social, Inc - Class A Common Stock",2,13,-31,-34,-68
SPTX,"Seaport Therapeutics, Inc. - Common Stock",2,-12,-12,-12,-12
SQFT,"Presidio Property Trust, Inc. - Class A Common Stock",2,-4,-21,-7,-45
SQFTP,"Presidio Property Trust, Inc. - 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",4,-1,-57,-54,-48
SSAC,SPACSphere Acquisition Corp. - Class A Ordinary Shares,0,0,1,1,1
SSBI,Summit State Bank - Common Stock,1,-2,26,14,39
SSEA,Starry Sea Acquisition Corp - Ordinary Shares,0,0,2,2,3
SSII,SS Innovations International Inc. - Common Stock,0,-11,-33,-31,-45
SSM,Sono Group N.V. - Ordinary Shares,-10,-41,-46,-48,-66
SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",0,-2,-20,-22,-16
SSP,E.W. Scripps Company (The) - Class A Common Stock,-2,-26,3,-13,99
SSSS,SuRo Capital Corp. - Closed End Fund,0,6,55,45,124
SSSSL,SuRo Capital Corp. - 6.00% Notes due 2026,0,0,4,2,8
SSTI,"SoundThinking, Inc. - Common Stock",2,0,8,-13,-55
SSYS,"Stratasys, Ltd. - Common Stock",6,5,5,0,-16
STAA,STAAR Surgical Company - Common Stock,-1,22,22,38,72
STAK,STAK Inc. - Class A Ordinary Shares,-5,26,122,166,-40
STBA,"S&T Bancorp, Inc. - Common Stock",0,3,15,16,25
STEP,StepStone Group Inc. - Class A Common Stock,-2,8,-12,-19,-7
STEX,Streamex Corp. - Common Stock,13,28,-69,-59,-80
STFS,Star Fashion Culture Holdings Limited - Class A Ordinary Shares,-14,87,20,88,-84
STHO,Star Holdings - Shares of Beneficial Interest,1,3,13,6,38
STI,"Solidion Technology, Inc. - Common Stock",-4,8,-56,-40,41
STIM,"Neuronetics, Inc. - Common Stock",1,-29,-6,-17,-70
STKE,Sol Strategies Inc. - Common Shares,-8,17,-33,-8,-92
STKH,Steakholder Foods Ltd. - American Depositary Shares,6,-11,-41,-33,-92
STKS,"The ONE Group Hospitality, Inc. - Common Stock",0,12,5,7,-48
STLD,"Steel Dynamics, Inc. - Common Stock",4,7,50,37,89
STNE,StoneCo Ltd. - Class A Common Share,-1,-8,-12,-9,-1
STOK,"Stoke Therapeutics, Inc. - Common Stock",-1,-13,-3,-5,220
STSS,Sharps Technology Inc. - Common Stock,-4,1,-39,-19,-53
STTK,"Shattuck Labs, Inc. - Common Stock",0,-21,196,64,430
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),0,36,222,183,603
SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",0,0,0,0,-113
SVAC,Spring Valley Acquisition Corp. III - Class A Ordinary Shares,0,1,2,5,5
SVAQ,Silicon Valley Acquisition Corp. - Class A Ordinary Shares,0,0,1,1,1
SVC,Service Properties Trust - Shares of Beneficial Interest,-1,12,5,-9,-25
